epoch,train_loss,val_loss,mIoU,macro_F1,OA,lr,iou_Ground,iou_LowVegetation,iou_MedVegetation,iou_HighVegetation,iou_Building,iou_Water,iou_Bridge,iou_Noise
52,0.310999,0.511856,0.376436,0.492405,0.708626,0.00047392,0.553464,0.139049,0.285676,0.850916,0.607746,0.433393,0.028082,0.113165
53,0.294411,0.506099,0.367915,0.484583,0.692917,0.00045842,0.51571,0.136821,0.294258,0.856514,0.591456,0.407786,0.022139,0.118638
54,0.274812,0.47511,0.351391,0.465313,0.669055,0.00044296,0.481044,0.138433,0.287102,0.840211,0.632081,0.314737,0.020483,0.097041
55,0.291228,0.503643,0.345805,0.458343,0.668201,0.00042756,0.48516,0.135495,0.290373,0.835449,0.600126,0.330777,0.013395,0.075667
56,0.280825,0.721668,0.394104,0.509721,0.711012,0.00041225,0.542077,0.134668,0.288527,0.87155,0.632041,0.513063,0.030471,0.140437
57,0.271549,0.543044,0.365049,0.48126,0.701038,0.00039702,0.540148,0.142664,0.297392,0.849748,0.568743,0.398815,0.022371,0.100509
58,0.292278,0.556644,0.366376,0.482921,0.689267,0.0003819,0.547042,0.1443,0.267077,0.813644,0.598041,0.434818,0.018404,0.107685
59,0.319847,0.685952,0.353371,0.469162,0.682588,0.0003669,0.506592,0.131745,0.29422,0.840626,0.565582,0.372428,0.022518,0.093256
60,0.285652,0.48701,0.360493,0.477483,0.696653,0.00035204,0.531464,0.146554,0.29921,0.845596,0.574777,0.357769,0.024052,0.104525
61,0.311111,0.464788,0.366801,0.480154,0.697152,0.00033732,0.534609,0.144062,0.290063,0.846757,0.636981,0.371555,0.023993,0.086389
62,0.274763,0.52051,0.386438,0.502092,0.711906,0.00032278,0.566911,0.144858,0.288077,0.84292,0.587899,0.52341,0.023195,0.114235
63,0.28744,0.491248,0.379438,0.492421,0.703056,0.00030841,0.539637,0.139018,0.297503,0.856119,0.618008,0.474182,0.019533,0.091506
64,0.255915,0.566543,0.400986,0.516407,0.716077,0.00029424,0.570515,0.143307,0.299045,0.84745,0.592997,0.59522,0.024372,0.134983
65,0.262491,0.558504,0.409234,0.520975,0.720469,0.00028027,0.568509,0.141449,0.299992,0.857908,0.673729,0.587883,0.033479,0.110923
66,0.261426,0.489758,0.378969,0.49535,0.698961,0.00026653,0.519472,0.135796,0.313621,0.862885,0.629095,0.420019,0.024304,0.126564
67,0.266554,0.524381,0.390154,0.505261,0.703821,0.00025302,0.548999,0.141761,0.298033,0.842034,0.620541,0.532803,0.025376,0.111686
68,0.242899,0.534375,0.391064,0.50218,0.721532,0.00023977,0.592131,0.14598,0.294106,0.83729,0.627523,0.532395,0.025968,0.073115
69,0.260943,0.51236,0.3865,0.500609,0.702382,0.00022677,0.536551,0.140263,0.290914,0.853311,0.634661,0.503096,0.021301,0.111902
70,0.258327,0.605093,0.386341,0.502331,0.709865,0.00021405,0.574954,0.146099,0.287749,0.83171,0.608894,0.502917,0.02465,0.113757
71,0.249272,0.570536,0.402243,0.515766,0.721411,0.00020161,0.581133,0.14849,0.301473,0.848519,0.623967,0.576772,0.024705,0.112888
72,0.250697,0.607245,0.392499,0.507102,0.721268,0.00018948,0.589326,0.149952,0.285895,0.838783,0.620282,0.522512,0.029956,0.103284
73,0.252613,0.537545,0.386567,0.500354,0.723004,0.00017765,0.583502,0.150227,0.298571,0.84901,0.614939,0.479905,0.025425,0.090954
74,0.26689,0.481496,0.376491,0.489183,0.695011,0.00016615,0.506872,0.138609,0.312204,0.867946,0.655218,0.416219,0.020398,0.094464
75,0.25085,0.955439,0.367733,0.483077,0.716452,0.00015498,0.566528,0.144519,0.306043,0.863239,0.621348,0.275042,0.02791,0.137232
76,0.255498,0.619755,0.393723,0.509186,0.708627,0.00014416,0.551596,0.140185,0.29903,0.854161,0.642447,0.508314,0.028544,0.12551
77,0.232768,0.493576,0.380988,0.496381,0.706002,0.0001337,0.531871,0.143946,0.314179,0.865336,0.641588,0.412332,0.027036,0.111613
78,0.237076,0.549534,0.39769,0.512703,0.716959,0.0001236,0.570289,0.145765,0.301274,0.848401,0.609817,0.561599,0.02786,0.116515
79,0.247248,0.556806,0.415339,0.528507,0.732649,0.00011387,0.601762,0.152053,0.297857,0.850203,0.640838,0.621854,0.034329,0.123813
80,0.234758,0.610017,0.411034,0.525369,0.722423,0.00010454,0.58532,0.14575,0.298194,0.845892,0.637607,0.610872,0.034688,0.129948
81,0.24182,0.527471,0.397542,0.510504,0.713195,9.56e-05,0.550214,0.143068,0.310976,0.860696,0.637067,0.55103,0.029526,0.097757
82,0.246006,0.517798,0.39899,0.510452,0.720177,8.706e-05,0.57052,0.146198,0.309399,0.856451,0.62378,0.573321,0.026615,0.085637
83,0.240282,0.575827,0.41077,0.522922,0.735713,7.893e-05,0.620766,0.155094,0.29622,0.837031,0.590737,0.651587,0.033705,0.101022
84,0.258201,0.491016,0.400158,0.514,0.725241,7.123e-05,0.578066,0.146575,0.315633,0.858861,0.628039,0.539212,0.028207,0.106671
85,0.241652,0.509455,0.409481,0.521807,0.72385,6.395e-05,0.58592,0.148038,0.303934,0.848064,0.654096,0.596647,0.031434,0.107713
86,0.229422,0.531161,0.405574,0.518753,0.724792,5.711e-05,0.601878,0.149781,0.295898,0.832466,0.610438,0.617616,0.031163,0.105351
87,0.249038,0.544253,0.395118,0.509199,0.72321,5.071e-05,0.562516,0.145616,0.32521,0.87101,0.623909,0.501702,0.026895,0.104082
88,0.237398,0.661732,0.404476,0.51496,0.720232,4.476e-05,0.578794,0.146397,0.302185,0.847636,0.622426,0.623846,0.028151,0.086375
89,0.243708,0.573968,0.407384,0.518174,0.724533,3.926e-05,0.580813,0.147144,0.306,0.855092,0.641046,0.606213,0.027277,0.095488
90,0.224722,0.525796,0.390163,0.50396,0.716045,3.423e-05,0.555591,0.145333,0.314484,0.862865,0.629273,0.490114,0.025303,0.098339
91,0.241676,0.519675,0.389385,0.502051,0.715213,2.965e-05,0.551119,0.142556,0.317667,0.864427,0.630183,0.496848,0.027328,0.084955
92,0.23615,0.516406,0.404417,0.51721,0.719569,2.555e-05,0.570209,0.14537,0.307995,0.853547,0.613883,0.610772,0.032462,0.101096
93,0.261269,0.54331,0.41172,0.523788,0.732991,2.192e-05,0.596231,0.149406,0.313639,0.857722,0.605203,0.634751,0.031968,0.104838
94,0.232663,0.553459,0.406704,0.517617,0.714107,1.877e-05,0.566358,0.143697,0.301561,0.845755,0.629942,0.641063,0.031136,0.094121
95,0.236423,0.531342,0.41339,0.525749,0.734787,1.609e-05,0.591463,0.149189,0.320464,0.865817,0.625269,0.61277,0.031211,0.110941
96,0.219657,0.521824,0.396345,0.510226,0.716529,1.39e-05,0.559366,0.143809,0.31342,0.858774,0.641661,0.520252,0.028786,0.104689
97,0.223218,0.498805,0.393034,0.50636,0.719317,1.22e-05,0.560044,0.144547,0.320272,0.86571,0.637306,0.493697,0.02853,0.094169
98,0.233144,0.473181,0.393269,0.50617,0.706895,1.098e-05,0.536309,0.139886,0.312182,0.861264,0.661535,0.509892,0.034178,0.090909
99,0.219291,0.816026,0.3803,0.496145,0.718209,1.024e-05,0.589157,0.149652,0.29168,0.837605,0.629202,0.409842,0.036943,0.098318
100,0.228785,0.487135,0.400467,0.512512,0.71852,1e-05,0.568966,0.143821,0.310297,0.852775,0.62641,0.581617,0.031377,0.088474
