epoch,train_loss,val_loss,mIoU,macro_F1,OA,lr,iou_Ground,iou_LowVegetation,iou_MedVegetation,iou_HighVegetation,iou_Building,iou_Water,iou_Bridge,iou_Noise
46,0.433038,0.622825,0.457212,0.564282,0.754979,0.00056704,0.626889,0.155164,0.337201,0.872858,0.707915,0.773484,0.087676,0.096509
47,0.434781,0.60327,0.4469,0.551449,0.754147,0.00055158,0.620646,0.157771,0.338962,0.876898,0.715609,0.72895,0.078813,0.057549
48,0.42581,0.62059,0.468067,0.573869,0.787751,0.00053608,0.693274,0.169271,0.341896,0.880983,0.717787,0.751941,0.059135,0.130252
49,0.422818,0.591853,0.463972,0.564889,0.766741,0.00052055,0.649968,0.164121,0.340373,0.875825,0.705873,0.827029,0.049968,0.098615
50,0.429977,0.624101,0.451045,0.552516,0.778375,0.000505,0.677954,0.166208,0.34466,0.873122,0.689414,0.743934,0.07566,0.037406
51,0.434666,0.610479,0.435247,0.541024,0.750911,0.00048945,0.608651,0.153561,0.346307,0.881219,0.727499,0.643083,0.072848,0.048811
52,0.431325,0.582585,0.439213,0.547853,0.750426,0.00047392,0.608149,0.157308,0.353789,0.881542,0.685448,0.682513,0.068008,0.076947
53,0.420089,0.598702,0.456032,0.556333,0.756998,0.00045842,0.615607,0.153528,0.361102,0.887202,0.725383,0.780351,0.082568,0.042515
54,0.421698,0.616643,0.464898,0.562919,0.764765,0.00044296,0.634256,0.155623,0.339085,0.888307,0.739301,0.825988,0.063926,0.072697
55,0.417135,0.613372,0.466972,0.568192,0.76361,0.00042756,0.635082,0.156525,0.353019,0.884356,0.740916,0.807084,0.061053,0.097743
56,0.423527,0.603444,0.451956,0.556408,0.752449,0.00041225,0.597983,0.151332,0.344513,0.897511,0.718031,0.749665,0.054676,0.101938
57,0.425301,0.633758,0.473636,0.577854,0.819424,0.00039702,0.740308,0.175542,0.377927,0.899623,0.731187,0.694589,0.087623,0.082291
58,0.42424,0.60597,0.472834,0.575475,0.759655,0.0003819,0.625747,0.156439,0.359593,0.882922,0.734972,0.838757,0.082191,0.102053
59,0.421044,0.641766,0.479943,0.581733,0.777802,0.0003669,0.663772,0.164855,0.357953,0.884092,0.730416,0.850075,0.103533,0.084844
60,0.411034,0.573317,0.464537,0.568468,0.764464,0.00035204,0.62788,0.159912,0.367695,0.892833,0.730304,0.77074,0.051257,0.115673
61,0.412666,0.59233,0.475526,0.573327,0.774002,0.00033732,0.659577,0.16322,0.361437,0.881867,0.728656,0.86253,0.07665,0.070267
62,0.400545,0.559826,0.458892,0.565501,0.772866,0.00032278,0.643819,0.163522,0.367256,0.893682,0.736256,0.700458,0.074825,0.091321
63,0.401194,0.610104,0.456362,0.560885,0.761332,0.00030841,0.63589,0.162255,0.347116,0.876006,0.719894,0.758091,0.084687,0.066954
64,0.418989,0.615368,0.458251,0.563626,0.776555,0.00029424,0.660236,0.165353,0.366061,0.89023,0.739113,0.692093,0.082829,0.070093
65,0.408054,0.572516,0.467421,0.566913,0.768832,0.00028027,0.638694,0.163181,0.359062,0.890711,0.732987,0.814797,0.054076,0.085862
66,0.4041,0.597888,0.46925,0.572416,0.777458,0.00026653,0.658636,0.165059,0.356842,0.890153,0.73502,0.780159,0.079925,0.088208
67,0.395164,0.614135,0.46871,0.577499,0.766246,0.00025302,0.632444,0.162299,0.354452,0.891333,0.731416,0.761017,0.098545,0.118172
68,0.403298,0.583583,0.457058,0.564391,0.760124,0.00023977,0.625417,0.158435,0.346584,0.885556,0.731576,0.728592,0.074239,0.106068
69,0.392126,0.550048,0.461676,0.564751,0.771585,0.00022677,0.641067,0.164004,0.36481,0.893589,0.733263,0.750023,0.073449,0.073207
70,0.399321,0.616424,0.476906,0.576356,0.773539,0.00021405,0.64753,0.16213,0.360994,0.892278,0.729713,0.857357,0.080723,0.084526
71,0.396423,0.602843,0.477901,0.575628,0.782668,0.00020161,0.666815,0.168397,0.369973,0.893237,0.741891,0.838747,0.077829,0.066322
72,0.3956,0.592636,0.458434,0.561191,0.764949,0.00018948,0.624769,0.160395,0.373797,0.895458,0.729763,0.746217,0.068856,0.068213
73,0.398638,0.648789,0.482691,0.583943,0.779275,0.00017765,0.665478,0.166526,0.356499,0.886872,0.741246,0.853923,0.099584,0.091403
74,0.384658,0.585848,0.4697,0.575179,0.775399,0.00016615,0.656703,0.16855,0.356416,0.88624,0.738614,0.766563,0.080548,0.103969
75,0.394636,0.710289,0.413259,0.524512,0.763037,0.00015498,0.633369,0.161607,0.360783,0.894045,0.747231,0.350766,0.076171,0.082103
76,0.39569,0.595536,0.479286,0.580137,0.779738,0.00014416,0.660007,0.164836,0.36768,0.892709,0.75364,0.82108,0.082137,0.092202
77,0.384656,0.599154,0.482052,0.584685,0.77472,0.0001337,0.64724,0.164945,0.365727,0.893983,0.747407,0.83791,0.084079,0.115125
78,0.390341,0.593861,0.48072,0.584848,0.775703,0.0001236,0.655976,0.16647,0.359564,0.887457,0.741264,0.828692,0.105853,0.100485
79,0.393793,0.584482,0.474969,0.577558,0.779051,0.00011387,0.653855,0.165704,0.374776,0.897478,0.742047,0.793434,0.087772,0.084686
80,0.39466,0.624919,0.469019,0.575118,0.76992,0.00010454,0.641077,0.162999,0.365906,0.889367,0.747692,0.756082,0.092809,0.096217
81,0.393069,0.607882,0.468694,0.570631,0.77963,9.56e-05,0.662777,0.168357,0.364343,0.889634,0.726534,0.786134,0.079133,0.072639
82,0.394646,0.589007,0.467455,0.572742,0.770641,8.706e-05,0.649617,0.166128,0.355555,0.8842,0.723919,0.780564,0.086694,0.092967
83,0.382052,0.632551,0.485011,0.586506,0.786441,7.893e-05,0.675431,0.168755,0.371241,0.892086,0.734795,0.847034,0.092743,0.098003
84,0.381537,0.589001,0.478112,0.580595,0.783583,7.123e-05,0.667884,0.16924,0.371364,0.894584,0.741113,0.802889,0.082037,0.095787
85,0.386338,0.61797,0.485441,0.585598,0.783118,6.395e-05,0.668668,0.168332,0.365699,0.891694,0.750468,0.853924,0.093745,0.091
86,0.378594,0.60516,0.476442,0.579788,0.773139,5.711e-05,0.649332,0.163496,0.362405,0.889008,0.743145,0.814634,0.100697,0.088823
87,0.379568,0.58516,0.487859,0.58998,0.784346,5.071e-05,0.668419,0.16798,0.371456,0.894893,0.744902,0.850199,0.106718,0.098308
88,0.384111,0.617456,0.471984,0.575078,0.779332,4.476e-05,0.661002,0.168404,0.365922,0.891073,0.721899,0.798354,0.078248,0.090965
89,0.384847,0.597464,0.475464,0.580591,0.781543,3.926e-05,0.664346,0.169528,0.370451,0.892173,0.73875,0.777838,0.093734,0.096893
90,0.379807,0.602608,0.482259,0.58511,0.771929,3.423e-05,0.643419,0.163784,0.36594,0.892018,0.742608,0.847839,0.10041,0.102053
91,0.384514,0.596607,0.479817,0.580895,0.776337,2.965e-05,0.650877,0.165762,0.368847,0.894004,0.747067,0.83405,0.080462,0.097468
92,0.379948,0.597705,0.486197,0.586923,0.78498,2.555e-05,0.670006,0.169213,0.371097,0.89457,0.740294,0.855648,0.098504,0.090246
93,0.383485,0.587794,0.474502,0.579101,0.775881,2.192e-05,0.650194,0.165839,0.367682,0.894203,0.744174,0.784434,0.085838,0.103656
94,0.378475,0.633952,0.483783,0.585272,0.783003,1.877e-05,0.671724,0.168881,0.36636,0.887696,0.734159,0.852061,0.096519,0.092868
95,0.386004,0.596916,0.472848,0.577383,0.782803,1.609e-05,0.665599,0.169762,0.370607,0.893666,0.737131,0.767247,0.080652,0.098118
96,0.378679,0.628709,0.488246,0.590174,0.783812,1.39e-05,0.668634,0.167264,0.367566,0.893597,0.756806,0.845657,0.110979,0.095468
97,0.381587,0.629335,0.480807,0.582793,0.774769,1.22e-05,0.649638,0.165794,0.368294,0.891833,0.74274,0.840189,0.090975,0.096994
98,0.383228,0.693134,0.43867,0.555869,0.770122,1.098e-05,0.643301,0.16384,0.372981,0.896176,0.746417,0.457291,0.11604,0.113315
99,0.375537,0.628919,0.482818,0.583495,0.778914,1.024e-05,0.662306,0.167171,0.362435,0.888775,0.744201,0.853485,0.097258,0.086916
100,0.378606,0.667663,0.446989,0.560172,0.774877,1e-05,0.652896,0.165896,0.369836,0.895536,0.746891,0.54753,0.099489,0.097835
