epoch,train_loss,val_loss,mIoU,macro_F1,OA,lr,iou_Ground,iou_LowVegetation,iou_MedVegetation,iou_HighVegetation,iou_Building,iou_Water
40,0.104974,0.116444,0.586577,0.686509,0.908347,0.00065796,0.875041,0.078689,0.431752,0.934712,0.770883,0.428384
41,0.10447,0.118431,0.578218,0.675707,0.90854,0.0006431,0.873197,0.061962,0.415568,0.934893,0.779582,0.40411
42,0.104568,0.116812,0.608478,0.709715,0.908252,0.0006281,0.87671,0.103946,0.424165,0.933585,0.765369,0.547093
43,0.103128,0.116787,0.586293,0.686954,0.908103,0.00061298,0.876296,0.085323,0.417508,0.930791,0.775645,0.432198
44,0.102162,0.117956,0.577241,0.680134,0.906147,0.00059775,0.876006,0.081128,0.412421,0.926706,0.734771,0.432414
45,0.102172,0.115314,0.595688,0.695896,0.909751,0.00058244,0.877465,0.087274,0.435978,0.935888,0.774125,0.463397
46,0.101875,0.114003,0.594028,0.695953,0.909384,0.00056704,0.877243,0.098933,0.43527,0.93587,0.770305,0.446549
47,0.101586,0.114314,0.602684,0.701944,0.90982,0.00055158,0.87461,0.086813,0.415554,0.937437,0.771632,0.530059
48,0.100567,0.111116,0.590291,0.68988,0.91086,0.00053608,0.878485,0.084251,0.438451,0.936241,0.780986,0.423331
49,0.100518,0.11953,0.59947,0.69844,0.906281,0.00052055,0.8715,0.078313,0.429854,0.931049,0.779908,0.506198
50,0.100496,0.11177,0.593609,0.692669,0.910229,0.000505,0.878001,0.079682,0.441749,0.93526,0.780522,0.44644
51,0.098844,0.115169,0.59147,0.693975,0.908989,0.00048945,0.879415,0.094258,0.429825,0.93233,0.75196,0.46103
52,0.098215,0.112527,0.612446,0.711966,0.91057,0.00047392,0.880231,0.099808,0.434357,0.936617,0.7786,0.545064
53,0.096884,0.111476,0.615148,0.715587,0.910945,0.00045842,0.879386,0.109636,0.441891,0.938124,0.780823,0.541026
54,0.097574,0.112844,0.600011,0.699028,0.911218,0.00044296,0.880573,0.085496,0.421904,0.934511,0.781349,0.496235
55,0.097841,0.121277,0.585542,0.683617,0.907296,0.00042756,0.871575,0.068465,0.42191,0.933826,0.786209,0.431265
56,0.096764,0.108619,0.605775,0.704035,0.912516,0.00041225,0.8802,0.086693,0.455468,0.939314,0.79087,0.482105
57,0.095939,0.10858,0.602697,0.702746,0.912417,0.00039702,0.880837,0.099527,0.443021,0.938394,0.791227,0.463178
58,0.095242,0.110691,0.602065,0.702171,0.911666,0.0003819,0.879672,0.100821,0.451681,0.939961,0.793286,0.44697
59,0.095565,0.108307,0.609853,0.709346,0.9115,0.0003669,0.879014,0.098712,0.441656,0.938881,0.787343,0.513514
60,0.094515,0.108689,0.621154,0.719655,0.912376,0.00035204,0.882558,0.104931,0.449522,0.939301,0.788385,0.562228
61,0.094838,0.107184,0.615524,0.714121,0.913423,0.00033732,0.882011,0.100952,0.453329,0.941595,0.794867,0.52039
62,0.094087,0.108949,0.613236,0.710317,0.912083,0.00032278,0.876661,0.087465,0.444469,0.94167,0.798191,0.530958
63,0.094416,0.108652,0.615583,0.718908,0.912426,0.00030841,0.880136,0.138729,0.453433,0.941044,0.792042,0.488115
64,0.093514,0.110142,0.601517,0.701638,0.912458,0.00029424,0.880509,0.101203,0.451172,0.939665,0.793633,0.44292
65,0.093024,0.108982,0.636451,0.728162,0.912822,0.00028027,0.8797,0.084035,0.451779,0.94102,0.797183,0.664987
66,0.093142,0.106942,0.628295,0.722188,0.913366,0.00026653,0.880072,0.08442,0.449837,0.941943,0.791427,0.622074
67,0.092759,0.108456,0.60458,0.705127,0.913571,0.00025302,0.882275,0.107629,0.45844,0.942055,0.79137,0.44571
68,0.092091,0.10484,0.621472,0.719825,0.914844,0.00023977,0.884292,0.108201,0.458374,0.942768,0.800828,0.53437
69,0.092265,0.105208,0.619411,0.716845,0.914675,0.00022677,0.883037,0.097507,0.465,0.942336,0.800516,0.528072
70,0.091486,0.105485,0.609074,0.708484,0.914128,0.00021405,0.881075,0.105222,0.459076,0.942962,0.802952,0.463158
71,0.091002,0.104138,0.620142,0.719267,0.915049,0.00020161,0.884571,0.111853,0.462238,0.942524,0.799206,0.520459
72,0.090133,0.105251,0.627134,0.724545,0.914269,0.00018948,0.884216,0.107441,0.455942,0.94166,0.797122,0.576423
73,0.09049,0.104768,0.619185,0.719737,0.914397,0.00017765,0.884972,0.123637,0.456754,0.942101,0.800799,0.506849
74,0.089934,0.103138,0.619395,0.71748,0.915089,0.00016615,0.883362,0.105013,0.463875,0.943546,0.806191,0.514381
75,0.090807,0.105321,0.622508,0.721211,0.914376,0.00015498,0.88396,0.109385,0.469744,0.941947,0.79733,0.532682
76,0.089754,0.102753,0.630593,0.727871,0.915184,0.00014416,0.884171,0.111781,0.471537,0.9433,0.806745,0.566021
77,0.089558,0.103224,0.628112,0.725687,0.915542,0.0001337,0.885215,0.111251,0.464786,0.943275,0.804306,0.559839
78,0.089723,0.10448,0.608806,0.707909,0.914447,0.0001236,0.881959,0.106052,0.458719,0.943788,0.808573,0.453745
79,0.089315,0.103227,0.626561,0.723711,0.915338,0.00011387,0.883286,0.105164,0.465142,0.944239,0.80213,0.559402
80,0.089155,0.10197,0.616605,0.716168,0.915219,0.00010454,0.884435,0.113968,0.463314,0.943889,0.80313,0.490896
81,0.089083,0.103877,0.598513,0.697314,0.914822,9.56e-05,0.88385,0.10234,0.465562,0.943114,0.806347,0.389864
82,0.088754,0.102025,0.625419,0.725247,0.915639,8.706e-05,0.88573,0.124812,0.469481,0.942829,0.803343,0.526316
83,0.088266,0.102354,0.609544,0.710931,0.914466,7.893e-05,0.88262,0.127242,0.466486,0.9436,0.806726,0.430588
84,0.088434,0.103001,0.616885,0.717741,0.915622,7.123e-05,0.884989,0.126456,0.468834,0.9441,0.804645,0.472287
85,0.088032,0.102049,0.621159,0.719492,0.91606,6.395e-05,0.885932,0.109953,0.471389,0.943644,0.808034,0.508003
86,0.088282,0.101781,0.623147,0.723388,0.91607,5.711e-05,0.885941,0.127352,0.47351,0.943909,0.806496,0.501672
87,0.088196,0.101335,0.63053,0.730031,0.915506,5.071e-05,0.884838,0.128696,0.473964,0.944107,0.804597,0.546975
88,0.087665,0.101875,0.61861,0.718461,0.915612,4.476e-05,0.885415,0.118943,0.468801,0.943703,0.804798,0.49
89,0.087576,0.102324,0.63449,0.730937,0.915414,3.926e-05,0.884368,0.112043,0.47057,0.943866,0.808333,0.587762
90,0.087754,0.101338,0.626783,0.725605,0.915581,3.423e-05,0.884886,0.121869,0.469267,0.944025,0.813798,0.526851
91,0.087357,0.102377,0.637849,0.734047,0.915699,2.965e-05,0.884284,0.114736,0.470563,0.944785,0.803236,0.609492
92,0.087074,0.10151,0.628888,0.726369,0.916036,2.555e-05,0.885323,0.112577,0.473238,0.944715,0.809784,0.547692
93,0.087479,0.102251,0.63321,0.731582,0.915383,2.192e-05,0.884723,0.123427,0.471553,0.943975,0.803452,0.572127
94,0.087114,0.101755,0.615449,0.71691,0.915907,1.877e-05,0.885447,0.133332,0.471814,0.94485,0.806924,0.450331
95,0.087128,0.101913,0.623147,0.722407,0.915742,1.609e-05,0.884494,0.118811,0.470568,0.944241,0.806787,0.513983
96,0.087098,0.10198,0.620425,0.720605,0.915766,1.39e-05,0.885756,0.123062,0.469206,0.943622,0.803696,0.497207
97,0.086843,0.102118,0.636996,0.733972,0.915617,1.22e-05,0.884701,0.119836,0.468838,0.944299,0.806013,0.598291
98,0.087687,0.101482,0.624498,0.723657,0.91602,1.098e-05,0.885169,0.120021,0.469825,0.944542,0.807064,0.520369
99,0.087636,0.10273,0.62795,0.727072,0.914982,1.024e-05,0.884095,0.121135,0.472036,0.944093,0.801087,0.545254
100,0.087505,0.101969,0.624368,0.722553,0.91616,1e-05,0.885525,0.111098,0.468319,0.94466,0.803055,0.533554
